Individuals,Codes,Time_Body_Acceleration.mean...X,Time_Body_Acceleration.mean...Y,Time_Body_Acceleration.mean...Z,Time_Gravity_Acceleration.mean...X,Time_Gravity_Acceleration.mean...Y,Time_Gravity_Acceleration.mean...Z,Time_Body_Acceleration_Jerk.mean...X,Time_Body_Acceleration_Jerk.mean...Y,Time_Body_Acceleration_Jerk.mean...Z,Time_Body_Gyroscopic.mean...X,Time_Body_Gyroscopic.mean...Y,Time_Body_Gyroscopic.mean...Z,Time_Body_Gyroscopic_Jerk.mean...X,Time_Body_Gyroscopic_Jerk.mean...Y,Time_Body_Gyroscopic_Jerk.mean...Z,Time_Body_Acceleration_Magnitude.mean..,Time_Gravity_Acceleration_Magnitude.mean..,Time_Body_Acceleration_Jerk_Magnitude.mean..,Time_Body_Gyroscopic_Magnitude.mean..,Time_Body_Gyroscopic_Jerk_Magnitude.mean..,Frequency_Body_Acceleration.mean...X,Frequency_Body_Acceleration.mean...Y,Frequency_Body_Acceleration.mean...Z,Frequency_Body_Acceleration.meanFreq...X,Frequency_Body_Acceleration.meanFreq...Y,Frequency_Body_Acceleration.meanFreq...Z,Frequency_Body_Acceleration_Jerk.mean...X,Frequency_Body_Acceleration_Jerk.mean...Y,Frequency_Body_Acceleration_Jerk.mean...Z,Frequency_Body_Acceleration_Jerk.meanFreq...X,Frequency_Body_Acceleration_Jerk.meanFreq...Y,Frequency_Body_Acceleration_Jerk.meanFreq...Z,Frequency_Body_Gyroscopic.mean...X,Frequency_Body_Gyroscopic.mean...Y,Frequency_Body_Gyroscopic.mean...Z,Frequency_Body_Gyroscopic.meanFreq...X,Frequency_Body_Gyroscopic.meanFreq...Y,Frequency_Body_Gyroscopic.meanFreq...Z,Frequency_Body_Acceleration_Magnitude.mean..,Frequency_Body_Acceleration_Magnitude.meanFreq..,Frequency_Body_Acceleration_Jerk_Magnitude.mean..,Frequency_Body_Acceleration_Jerk_Magnitude.meanFreq..,Frequency_Body_Gyroscopic_Magnitude.mean..,Frequency_Body_Gyroscopic_Magnitude.meanFreq..,Frequency_Body_Gyroscopic_Jerk_Magnitude.mean..,Frequency_Body_Gyroscopic_Jerk_Magnitude.meanFreq..,angle.Time_Body_AccelerationMean.gravity.,angle.Time_Body_Acceleration_JerkMean..gravityMean.,angle.Time_Body_GyroscopicMean.gravityMean.,angle.Time_Body_Gyroscopic_JerkMean.gravityMean.,angle.X.gravityMean.,angle.Y.gravityMean.,angle.Z.gravityMean.
12,2,0.272970339,-0.02635749,-0.10733973,0.938371473,-0.259144203,-0.070250382,0.072866081,-0.006894949,0.009066628,-0.09312341,-0.041131452,0.089802276,-0.045563887,-0.033540657,-0.065316729,-0.229183927,-0.229183927,-0.432469301,-0.316561586,-0.674972132,-0.321447925,-0.16834152,-0.560841213,-0.420235639,-0.105269654,-0.217216987,-0.385843754,-0.333077591,-0.687929869,-0.33124754,-0.380249905,-0.323446377,-0.426360332,-0.604711316,-0.406080936,-0.158314161,-0.351127977,-0.22454188,-0.290005419,-0.001118437,-0.320884463,0.08422627,-0.594032515,-0.107077796,-0.714332592,0.097862435,0.052339373,0.038856827,0.095906427,-0.089994721,-0.74068826,0.261185188,0.070574822
12,3,0.281521097,-0.018084267,-0.109555932,0.949861981,-0.178702175,-0.056105062,0.062150025,-0.011928915,0.004852624,-0.112531564,-0.042733669,0.089543498,-0.026466897,-0.06091772,-0.065323998,0.018313943,0.018313943,-0.10709102,-0.213351511,-0.442831079,0.023504935,0.150510001,-0.402121222,-0.332249174,0.079332182,0.234833313,-0.007014723,0.006394069,-0.451614325,-0.212787743,-0.386695904,-0.098562311,-0.178856167,-0.420631474,-0.212767364,-0.054812339,0.11021211,0.041016525,0.148017269,0.078615024,0.076996837,0.041524421,-0.34493842,0.113540448,-0.458227491,0.065876989,-0.026553343,0.032877377,0.380694037,-0.220640292,-0.82847413,0.206774837,0.06107672
12,4,0.275007225,-0.015789299,-0.106307229,0.926228975,0.083050901,0.08856407,0.077127766,0.01059905,-0.00204576,-0.042415918,-0.07519804,0.072846216,-0.094102349,-0.038747747,-0.051563409,-0.952176621,-0.952176621,-0.97473449,-0.941907241,-0.980392338,-0.979666144,-0.942768017,-0.954626629,0.032669972,0.002415163,-0.022615935,-0.977109887,-0.964236191,-0.975551564,0.13812994,-0.098733235,-0.056830654,-0.968528985,-0.963725249,-0.955718184,-0.062508699,-0.194160297,-0.0808451,-0.955944253,0.004878358,-0.971715269,0.255191493,-0.958511867,-0.111982191,-0.978484454,0.16126823,0.015631591,-0.024681083,0.061650717,-0.016677173,-0.826322427,0.025219228,-0.042227107
12,5,0.277405835,-0.016900254,-0.105527,0.957317822,-0.218865356,-0.039538277,0.074463176,0.010048004,-0.007881314,-0.030003043,-0.070008375,0.074256819,-0.097638041,-0.040952083,-0.048286374,-0.941459935,-0.941459935,-0.968790683,-0.888101373,-0.969289974,-0.976469472,-0.932775678,-0.9471782,0.063623757,-0.049328173,0.079824457,-0.971971634,-0.95329178,-0.971122528,0.230672593,-0.174967085,0.01138206,-0.890292711,-0.948251857,-0.952601953,-0.24106435,-0.143868273,-0.130538981,-0.945217803,0.04689887,-0.96085901,0.176598693,-0.902356766,-0.261496566,-0.963059792,0.016281545,0.008919918,0.012341855,0.028920146,-0.01321284,-0.792684913,0.232979146,0.049114545
12,6,0.260113433,-0.017520392,-0.108160126,-0.378592065,0.803378835,0.275043198,0.085429539,0.007744083,-0.004371484,-0.014654681,-0.083553735,0.145191848,-0.09904023,-0.041067531,-0.0678909,-0.948204676,-0.948204676,-0.969843834,-0.930840594,-0.971067769,-0.956248488,-0.951265971,-0.954724802,-0.235607185,0.191372701,0.171474001,-0.968742759,-0.963223332,-0.967149695,0.083907082,-0.017661749,0.023950446,-0.956653887,-0.95256172,-0.945673242,0.010569758,-0.019986654,0.041979936,-0.94386744,0.081808385,-0.962448419,0.157065117,-0.945497023,0.002206155,-0.963949607,0.022700424,0.004272298,0.023242968,0.030970951,0.011841684,0.523178415,-0.650038056,-0.213235641
13,1,0.27588313,-0.018566065,-0.111431456,0.910855709,-0.283658581,-0.131299719,0.080959023,0.003083645,0.00597249,-0.017420763,-0.07984725,0.078420564,-0.096659859,-0.031984927,-0.063669323,-0.135643868,-0.135643868,-0.133205035,-0.218669558,-0.30350821,-0.335030121,0.095515067,-0.246851508,-0.231462709,0.019430416,0.152160967,-0.290460802,-0.043919514,-0.342263717,-0.190905933,-0.447119511,-0.204509715,-0.192856474,-0.256213555,-0.276607955,-0.022908917,0.07412736,0.126014216,-0.234600866,0.253532326,-0.152111501,0.118031209,-0.267472374,0.302576933,-0.338527134,0.229037956,0.01249049,0.011902906,0.022245074,0.03357953,-0.670859876,0.277956893,0.113777057
13,2,0.25820394,-0.027739225,-0.125767266,0.847634313,-0.357404502,-0.207507171,0.069244207,-0.001280098,-0.02541263,-0.138293762,0.003819669,0.116679563,-0.066481718,-0.045305195,-0.066165392,-0.101153502,-0.101153502,-0.456190454,-0.237182958,-0.631964902,-0.382460736,-0.063656477,-0.40478524,-0.48008006,-0.247165638,-0.285177289,-0.506212136,-0.368996179,-0.631496434,-0.323344233,-0.586022409,-0.504002904,-0.482113008,-0.492176105,-0.255338946,-0.211194499,-0.293383224,-0.240720823,-0.367522801,-0.150904724,-0.425100007,-0.027838009,-0.485477309,-0.104131148,-0.656088544,0.107301254,0.013442705,0.043648562,0.146500936,-0.033589685,-0.560140365,0.33094583,0.169019528
13,3,0.294907553,-0.014372384,-0.101993942,0.94187562,-0.211555113,-0.095082034,0.101704538,-0.007518682,-0.025297767,-0.122672202,-0.023720572,0.11128424,-0.064719984,-0.066941408,-0.051202048,-0.02946343,-0.02946343,-0.127926052,-0.102114481,-0.323552439,-0.072660266,-0.036453525,-0.151178725,-0.38555449,-0.01421201,0.120050768,-0.114851556,-0.207812348,-0.27613804,-0.346608657,-0.456641239,-0.304013848,-0.319677125,-0.133828887,-0.212906663,-0.17469186,0.066526839,-0.034630804,0.052879188,0.08214114,-0.028215666,0.026643425,-0.206121707,0.257421061,-0.266399903,0.207435719,-0.047749199,0.022019844,0.261263762,-0.12920569,-0.76496578,0.228575047,0.088078382
13,4,0.2743285,-0.005877329,-0.097246511,0.925576512,0.101769752,0.075777386,0.075286588,-0.001123441,-0.023239725,-0.035512486,-0.09026874,0.082343203,-0.095919849,-0.041036688,-0.04661216,-0.957690564,-0.957690564,-0.989497839,-0.951142644,-0.992604304,-0.990135478,-0.959673916,-0.956183064,-0.009351473,0.025345948,0.154652094,-0.992678213,-0.983914102,-0.985261205,0.26421426,-0.001932843,0.092110603,-0.983218203,-0.982456054,-0.968384416,0.100550895,-0.106178686,0.013649217,-0.95690156,0.150538937,-0.988348535,0.360646363,-0.973258278,0.007675433,-0.991723742,0.191102234,-0.031385336,0.020911288,0.03023091,-0.01992194,-0.788776799,0.011988294,-0.032410352
13,5,0.277758431,-0.016789199,-0.112124138,0.942695297,-0.239943146,-0.052485661,0.075863096,0.007620352,-0.000704979,-0.029549216,-0.075320524,0.085471247,-0.098119999,-0.041287258,-0.053926078,-0.971564243,-0.971564243,-0.986800028,-0.957825372,-0.983637635,-0.989425966,-0.959427618,-0.977567301,0.032806251,-0.030358425,0.087427326,-0.988198277,-0.977752775,-0.984608559,0.237964693,-0.047896,0.106886231,-0.957154108,-0.97291308,-0.974394378,-0.251063048,-0.170676015,-0.065252306,-0.972393559,0.093605984,-0.981977536,0.298745382,-0.957488799,-0.116504836,-0.977197404,0.175957474,0.014423418,-0.02355989,0.040722073,-0.03094673,-0.741685939,0.247241072,0.058244875
13,6,0.27671636,-0.020440454,-0.104331865,-0.156852206,0.656400944,0.598884989,0.076777483,0.018344189,-0.009883897,-0.0097361,-0.09662507,0.117819615,-0.101835574,-0.0417744,-0.064877042,-0.960517768,-0.960517768,-0.985467854,-0.944303112,-0.985446265,-0.97471692,-0.965843757,-0.966295583,-0.262990626,0.036342496,0.076472426,-0.985199684,-0.980375137,-0.980994602,0.169895805,0.0656537,0.058418307,-0.96946349,-0.968689729,-0.96912688,-0.10192654,-0.042663103,0.146509382,-0.959535494,0.081511122,-0.980754386,0.300750658,-0.957681621,0.050207734,-0.978150814,0.054446996,-0.000126343,0.003241914,0.085728252,-0.004887868,0.361210751,-0.475624696,-0.477526562
14,1,0.271959599,-0.021778538,-0.106756369,0.802973962,-0.270314823,-0.422495268,0.072087791,0.024116024,0.019972304,-0.003476551,-0.082968285,0.051322272,-0.110656055,-0.043896953,-0.038882592,-0.144404672,-0.144404672,-0.377293155,-0.137208742,-0.519895047,-0.421498173,-0.174601845,-0.177366434,-0.358804611,-0.143666881,-0.17552883,-0.472360617,-0.376766601,-0.415899179,-0.255900962,-0.363463832,-0.323114422,-0.508595852,-0.21589495,-0.212925759,-0.159441619,-0.420295652,-0.3609703,-0.373516771,-0.036832791,-0.431591453,0.164708201,-0.31138645,-0.039834677,-0.591036936,0.200917234,0.059462944,0.008461072,-0.066709735,0.066740209,-0.497783362,0.269740565,0.325065095
14,2,0.262421066,-0.020438818,-0.112279689,0.688256122,-0.322680365,-0.49508872,0.080330302,-0.018313116,0.003441995,0.081384169,-0.12349957,-0.044138189,-0.128266668,-0.020774973,-0.013723762,0.140108204,0.140108204,-0.283663836,0.365779419,-0.39992195,-0.323508442,0.016393923,0.191693743,-0.38913356,-0.366543122,-0.367877189,-0.383497147,-0.34760664,-0.264008468,-0.263935057,-0.487347927,-0.521529495,-0.441048359,0.118687692,0.196703219,-0.389723705,-0.521877343,-0.501572598,-0.075985181,-0.168723818,-0.288744334,0.039928833,0.048858867,-0.287413084,-0.457250612,0.076347168,0.072254156,-0.00915396,-0.223951414,0.133237047,-0.379674435,0.311607141,0.390444369
14,3,0.293422116,-0.020014141,-0.092833017,0.81629643,-0.264254675,-0.392555882,0.042863163,0.029133942,0.01049526,-0.014707965,-0.094528841,0.035334454,-0.108620378,-0.074058981,-0.06159788,0.185537707,0.185537707,0.035360138,0.166340012,-0.275120883,0.021254155,0.37148247,0.280735952,-0.349609936,-0.007777496,-0.098433994,-0.033782046,0.164775056,-0.024878981,-0.271011532,-0.306938978,-0.295300086,-0.295315542,0.013208235,0.49241438,-0.250106322,-0.207057454,-0.113453381,0.471905155,0.000464165,0.186223478,-0.001709236,-0.078756841,0.080034792,-0.254747132,0.052933743,0.003549915,0.106421773,0.059739768,0.005649801,-0.526550287,0.266238826,0.303781233
14,4,0.279990577,-0.008705655,-0.10040149,0.93903876,-0.036453396,-0.094597053,0.074187884,-0.00436186,-0.010574451,-0.044040333,-0.071347828,0.092852361,-0.092161458,-0.04345773,-0.052012161,-0.944197944,-0.944197944,-0.976521006,-0.942756369,-0.988317607,-0.976456609,-0.932644766,-0.944126079,-0.145044031,-0.090427527,-0.035795905,-0.981566649,-0.96895177,-0.97275197,0.00357106,-0.232143579,-0.149511317,-0.978577118,-0.96980673,-0.957020859,-0.107487048,-0.341282824,-0.083498997,-0.940589853,0.01536805,-0.972985343,0.1984141,-0.963320541,-0.171970731,-0.987324239,0.074067593,0.027602326,0.014669054,0.003235953,-0.059580571,-0.804409418,0.108708411,0.089214962
14,5,0.280545614,-0.015207813,-0.103817702,0.875319569,-0.226692231,-0.338174889,0.073793375,0.005795662,-0.007207778,-0.022088653,-0.055810883,0.079047589,-0.100718459,-0.045009679,-0.050903618,-0.943456847,-0.943456847,-0.972965788,-0.943530017,-0.974873328,-0.972699563,-0.942178248,-0.942422027,-0.245905019,-0.138431167,0.002530226,-0.97818164,-0.967249905,-0.966718434,0.023759424,-0.212196767,-0.069082605,-0.957111767,-0.950836195,-0.950999878,-0.306015726,-0.278003653,-0.198897455,-0.94971506,-0.037470278,-0.970214126,0.214251896,-0.944405564,-0.191031011,-0.969175637,0.01254087,0.007429672,0.017584754,-0.10258428,-0.005888869,-0.601581015,0.238063481,0.260358892
14,6,0.23327544,-0.011342465,-0.086833332,-0.145483632,0.485396927,0.83656291,0.098140385,-0.008315071,-0.032360151,0.005052212,-0.153423808,0.149124058,-0.105446637,-0.03726774,-0.056617187,-0.90597825,-0.90597825,-0.972576393,-0.904665418,-0.975621183,-0.933936178,-0.930366906,-0.927882307,-0.442950365,-0.149752055,0.031344225,-0.972010709,-0.969342124,-0.968593196,-0.158599092,-0.231153334,-0.088792248,-0.949959041,-0.938087898,-0.949107163,-0.236882321,-0.277833949,0.023333253,-0.899463669,-0.131771173,-0.967988596,0.175722997,-0.930151731,-0.190837039,-0.966455343,0.121643801,0.017729671,0.011659981,0.045876084,0.023034047,0.34911595,-0.277020597,-0.68876681
15,1,0.273899208,-0.017080974,-0.10762182,0.951524391,-0.233918283,0.075735673,0.089777072,0.008905886,0.000658706,-0.055488385,-0.061242788,0.084248492,-0.077669275,-0.055253657,-0.051097649,-0.186514651,-0.186514651,-0.320129323,-0.243711124,-0.543979501,-0.31744092,0.111321097,-0.554942138,-0.395518048,0.029175544,-0.005907687,-0.390821985,-0.066937806,-0.648905254,-0.292088319,-0.330560048,-0.186832027,-0.25339936,-0.535422096,-0.461464066,-0.149193146,-0.339593024,-0.048516913,-0.275156242,0.078225606,-0.289753952,0.016417063,-0.489166384,-0.045881487,-0.645075178,0.007060108,0.011383136,-0.078826604,0.040557688,-0.12863638,-0.778195971,0.243545334,-0.030772496
15,2,0.270187596,-0.028752386,-0.116952465,0.918544812,-0.314961013,0.081180341,0.072972433,-0.004173618,-0.005258799,0.090334003,-0.154721289,0.091168148,-0.144485987,-0.036541916,-0.07672425,-0.000971395,-0.000971395,-0.316050382,-0.201217274,-0.663637118,-0.074632843,-0.101935433,-0.539591083,-0.50501356,-0.149770908,-0.250961614,-0.237053073,-0.338102217,-0.714554173,-0.439499583,-0.468496864,-0.313514802,-0.361096857,-0.517025246,-0.485701746,-0.284366648,-0.465209736,-0.219122886,-0.165242148,-0.038301781,-0.26195668,0.100960098,-0.453693566,-0.291977707,-0.731422358,0.144010749,0.044357238,-0.022175843,-0.366351793,0.167930233,-0.696282654,0.300676035,-0.034670027
15,3,0.280198851,-0.005630478,-0.110526066,0.9323022,-0.167462317,0.078882241,0.071145716,0.0151159,-0.01002129,-0.136618653,-0.034675573,0.07117582,-0.048253208,-0.04954155,-0.033921306,0.320449387,0.320449387,-0.037266607,-0.121686321,-0.509466648,0.235309826,0.1675181,-0.259812205,-0.445576739,0.023364253,0.180748944,0.061968749,-0.026976942,-0.345376541,-0.377130943,-0.386323444,-0.117402353,-0.227359565,-0.402332302,-0.183194802,-0.246346934,-0.134716107,-0.064511709,0.331150229,-0.058178855,0.158413335,-0.079965614,-0.373898631,-0.110970741,-0.565396131,0.056415579,0.033467507,0.016709342,0.306097729,-0.130835429,-0.829411894,0.200250657,-0.03402155
15,4,0.27290338,-0.011718847,-0.113661253,0.890364262,0.210849305,0.00281566,0.078479279,-0.008984376,-0.002372075,-0.037711113,-0.080342876,0.095197808,-0.095364907,-0.039606877,-0.052414834,-0.958669836,-0.958669836,-0.986107839,-0.957331628,-0.992188894,-0.986619609,-0.938926431,-0.963227005,-4.23E-05,0.09668572,0.151053127,-0.988106102,-0.978159013,-0.984908418,0.240022781,-6.70E-06,0.039756002,-0.98615258,-0.979201725,-0.966731518,0.105475683,-0.154626052,-0.008672597,-0.949752001,0.157506319,-0.984689437,0.242818344,-0.97376218,-0.054403676,-0.990180959,0.208016818,0.001280447,0.012237631,0.027477776,-0.008046475,-0.734755768,-0.06590285,0.019615626
15,5,0.278915804,-0.018351636,-0.105910833,0.9655289,-0.164713175,0.064597599,0.07522807,0.006172555,-0.006587371,-0.026243356,-0.065963752,0.076194674,-0.101358786,-0.043850749,-0.052278397,-0.961207616,-0.961207616,-0.981495126,-0.946961381,-0.984407078,-0.986724999,-0.943348789,-0.965473515,0.062717756,-0.034499003,0.099396349,-0.985353493,-0.967884709,-0.982632303,0.267947793,-0.1736151,0.065047508,-0.950380286,-0.975133869,-0.968264855,-0.188670855,-0.130161073,-0.051238444,-0.960337344,0.032896107,-0.979078786,0.293685314,-0.9567339,-0.19991355,-0.983188092,0.057023866,-0.00231995,0.02229291,0.061823932,0.130430725,-0.841919934,0.196111097,-0.02314071
15,6,0.289475653,-0.016629654,-0.11853024,-0.171993055,0.899242553,-0.036919291,0.076751544,0.012398427,-0.00443928,-0.016830089,-0.061970087,0.1134519,-0.102266714,-0.041587897,-0.062433456,-0.955340662,-0.955340662,-0.979890228,-0.944605127,-0.983235025,-0.974016177,-0.962461124,-0.951565946,-0.148912122,0.240597439,0.06274748,-0.981329999,-0.970833222,-0.974775684,0.114787482,0.014105683,0.001033973,-0.955413596,-0.964310894,-0.9581901,-0.154987483,-0.146020122,0.000812186,-0.956001034,0.127358411,-0.973681223,0.273485129,-0.946812642,-0.196344268,-0.975727854,0.088667133,0.004157223,-0.01871217,-0.029450954,0.001835807,0.37289131,-0.71941283,0.048917648
16,1,0.276023565,-0.020428693,-0.10880405,0.925981326,-0.066824647,-0.217351194,0.077022377,0.009684447,0.003608033,-0.015172191,-0.069595569,0.081865074,-0.110917348,-0.043387684,-0.053298667,-0.258766694,-0.258766694,-0.363144484,-0.485931933,-0.671541834,-0.394790434,-0.321500668,-0.244363048,-0.350681958,-0.027039203,0.030981108,-0.441406183,-0.454270822,-0.422332394,-0.330912146,-0.396511934,-0.453928998,-0.595746486,-0.61973193,-0.432885311,-0.184031595,-0.087047584,-0.28507873,-0.410463242,0.175600478,-0.378278491,0.092199914,-0.669228541,0.179727429,-0.72068229,0.107675566,0.014808426,0.010001147,-0.10961748,0.087857941,-0.734720621,0.129418361,0.174356318
16,2,0.255986103,-0.014365495,-0.124074518,0.826874283,-0.080592603,-0.379059698,0.076252668,0.017372933,0.038053359,0.071840888,-0.048613679,-0.00779288,-0.140908294,-0.02962113,-0.0354163,-0.233990332,-0.233990332,-0.48321905,-0.308260568,-0.737705162,-0.474984015,-0.268063813,-0.335853041,-0.438031146,-0.223644984,-0.301508249,-0.546088863,-0.468605205,-0.565220841,-0.332237728,-0.535799235,-0.519560112,-0.532399716,-0.642018064,-0.492427494,-0.380643599,-0.31198846,-0.419784042,-0.370649738,-0.093739681,-0.475597718,0.067344371,-0.630546675,-0.279231071,-0.787833632,0.134537892,0.023892753,0.080878383,-0.269905448,0.17522285,-0.545576641,0.1387731,0.293497545
16,3,0.295586802,-0.018389858,-0.119873705,0.917818427,-0.058483268,-0.225382496,0.090785706,-0.014811453,-0.029312256,-0.022537337,-0.068264793,0.083538006,-0.103904045,-0.056768663,-0.061213693,0.191079794,0.191079794,-0.165908811,-0.309820427,-0.590896636,0.036826353,-0.134598353,-0.047694264,-0.447958436,-0.00264588,0.035294071,-0.155444883,-0.289957855,-0.24197408,-0.3689784,-0.417064209,-0.376637687,-0.420844009,-0.479512984,-0.375000626,-0.28262494,0.079105923,-0.121321578,0.114032089,0.020139185,-0.074565908,-0.014841444,-0.48825394,0.041547289,-0.58966315,0.102927877,-0.163042575,-0.04498627,0.126499396,-0.055794944,-0.731151422,0.123723224,0.180955706
16,4,0.280768574,-0.010249794,-0.089140404,0.942457378,-0.086588254,0.08926822,0.073434672,0.009856429,-0.011503058,-0.041201404,-0.057452543,0.079573631,-0.095720452,-0.045036928,-0.058837127,-0.961879681,-0.961879681,-0.987472699,-0.946417382,-0.992444606,-0.987043829,-0.961456686,-0.95955223,-0.007578596,0.149987934,0.131560421,-0.990964251,-0.981752167,-0.981178037,0.203452532,-0.027202813,0.011017371,-0.978632857,-0.966796002,-0.960058264,0.138693079,-0.174805736,0.207112798,-0.958335481,0.240617264,-0.983968636,0.320055145,-0.954060994,0.00068806,-0.989363136,0.232631766,0.01796291,-0.00016016,0.007787348,-0.023177714,-0.799719269,0.142999749,-0.041125998
16,5,0.283497403,-0.016599967,-0.103657729,0.941587749,-0.057886705,-0.166737468,0.073643891,0.012076795,-0.004763106,-0.029933729,-0.068667733,0.086734271,-0.100107333,-0.042498224,-0.054433529,-0.969948825,-0.969948825,-0.989205232,-0.972528178,-0.992848576,-0.989427671,-0.969314015,-0.969999504,-0.016237138,0.067356942,0.052515871,-0.991038639,-0.982425404,-0.986091892,0.267452462,-0.011075703,-0.005277779,-0.973157352,-0.983594245,-0.98363927,-0.11757014,-0.180188922,0.007915323,-0.971082558,0.09249214,-0.986502688,0.344673907,-0.975448632,-0.083593787,-0.99117243,0.211078134,0.00591798,0.041007714,0.036808639,-0.003845512,-0.788613521,0.123302385,0.138687315
16,6,0.274227163,-0.016610351,-0.107310493,-0.206783742,-0.019927023,0.893884469,0.078396027,0.013280505,-0.001541051,-0.016154541,-0.113675061,0.096621035,-0.102209572,-0.034773533,-0.057679044,-0.961834635,-0.961834635,-0.988349657,-0.9517771,-0.990839526,-0.980213187,-0.963635575,-0.974580069,-0.346413625,-0.18301814,0.130679193,-0.988580046,-0.984752927,-0.985544945,0.065596717,-0.018579919,0.06520786,-0.975892407,-0.976092921,-0.985957788,-0.125551598,-0.215507801,0.100235755,-0.968020521,-0.12130234,-0.987514525,0.353266128,-0.970249639,-0.124998552,-0.988695278,0.090987583,0.053927279,0.02596561,0.005213995,0.056478468,0.398207972,0.098220911,-0.756497965
17,1,0.272341855,-0.01848754,-0.109792122,0.928112369,-0.179927383,-0.19026595,0.077318858,0.013009855,0.024375333,-0.009222655,-0.083977334,0.075713266,-0.109959238,-0.037925133,-0.051380717,-0.151151488,-0.151151488,-0.301093269,-0.335009837,-0.517167441,-0.360991675,-0.065026762,-0.382832802,-0.414940956,0.008571381,-0.093332873,-0.423446095,-0.194232722,-0.523427056,-0.436808423,-0.400493416,-0.446731877,-0.407716709,-0.490166287,-0.398809218,-0.102582659,-0.076168117,-0.163270728,-0.429380043,0.174349228,-0.335938892,0.027410327,-0.518618059,0.351564689,-0.58271186,0.152044229,0.063184997,-0.008606249,0.073329999,0.010138646,-0.72702084,0.207186542,0.155074008
17,2,0.252604769,-0.022864561,-0.121290442,0.853530566,-0.284153753,-0.298171464,0.076804417,0.030835651,0.007595338,-0.030425057,-0.054845594,0.056093136,-0.142655398,-0.041449633,-0.022348209,-0.012806228,-0.012806228,-0.357233898,-0.235191249,-0.637367491,-0.139752221,-0.117519736,-0.399923495,-0.529234509,-0.156694375,-0.258321394,-0.360272226,-0.377051929,-0.633017708,-0.576044002,-0.474055998,-0.552822976,-0.416223018,-0.521435415,-0.324273713,-0.230933831,-0.210551597,-0.349178571,-0.150305643,-0.184408515,-0.360299853,-0.089013615,-0.504066957,-0.10352089,-0.669008764,0.086554172,0.058995629,0.068393252,-0.027579584,0.10562127,-0.572547818,0.279992531,0.233258874
17,3,0.293918283,-0.01673594,-0.089243275,0.928817578,-0.151077058,-0.160962986,0.118250858,-0.011382618,-0.009398381,0.067772839,-0.123517196,0.016287875,-0.107770029,-0.038170237,-0.058251885,0.148951104,0.148951104,-0.221631694,-0.232641763,-0.540325788,-0.022623917,-0.130272515,-0.318081861,-0.51456224,-0.155801014,-0.113333186,-0.215092049,-0.351268404,-0.498668458,-0.50855703,-0.559085846,-0.452939005,-0.316412963,-0.451126869,-0.403380386,-0.279498022,-0.074445168,-0.154726799,0.058068052,-0.055363375,-0.1886804,-0.044594637,-0.409438758,-0.025892021,-0.57734888,0.163045288,-0.061778449,-0.120553976,-0.079815457,0.007399919,-0.754580715,0.18768213,0.135724923
17,4,0.27735702,-0.014156274,-0.113624085,0.944883748,-0.002814673,-0.135803882,0.075070986,0.00560971,-0.001554484,-0.042549159,-0.066924593,0.08600538,-0.094247697,-0.04111342,-0.051090324,-0.972747346,-0.972747346,-0.992814715,-0.967177744,-0.996334795,-0.993969382,-0.969927989,-0.974841605,0.028486629,0.13574905,0.18391363,-0.994542621,-0.98832742,-0.988828065,0.232009758,0.0885339,0.099508167,-0.988411068,-0.98879398,-0.981617098,0.167684959,-0.148799346,0.123430241,-0.973626755,0.126009669,-0.99142725,0.381521255,-0.983369292,-0.018175939,-0.995204564,0.358682361,-0.00917615,0.002813522,0.024542789,-0.057153026,-0.81445409,0.085758277,0.117860678
17,5,0.277942503,-0.017412006,-0.111432146,0.904678547,-0.257486818,-0.202687757,0.074086496,0.006578535,-0.004035996,-0.026957694,-0.077063213,0.088056187,-0.101289169,-0.040451875,-0.054633133,-0.977635981,-0.977635981,-0.991742754,-0.978184577,-0.993672974,-0.990927534,-0.974170569,-0.980231576,-0.032553255,0.045520774,0.107584734,-0.992129226,-0.986278342,-0.989563633,0.257118196,0.073998732,0.084722621,-0.980696264,-0.987334041,-0.985954978,-0.139034613,-0.162736719,0.060179681,-0.980967748,0.119058408,-0.990162799,0.426849041,-0.984291132,-0.115635142,-0.992723939,0.314617814,0.015114247,0.003019672,0.044382169,0.070456803,-0.662262825,0.260217512,0.164226521
17,6,0.269780086,-0.016846201,-0.10700628,-0.19913309,0.658792072,0.722657502,0.077908975,0.007068671,-0.000143543,-0.023475647,-0.094458019,0.11144049,-0.102049764,-0.036196114,-0.060492705,-0.953021411,-0.953021411,-0.981607628,-0.960733122,-0.985542411,-0.97435928,-0.954648102,-0.965406092,-0.115141827,0.054607561,0.083446717,-0.981472069,-0.977212388,-0.980380059,0.188447977,0.027930588,0.026575233,-0.971949211,-0.973669099,-0.976164852,0.006567923,0.015484763,0.131970584,-0.961046326,-0.049467821,-0.979687319,0.374273669,-0.969014445,-0.046556739,-0.982765526,0.242850862,0.007772761,0.019044474,0.015099669,-0.053025551,0.395076582,-0.426235558,-0.555002877
